mssv,tinhtrang,hocky,namhoc
f0261509xpvaibaexe+eiy6tmcszu0rlwc8h9a9f,2.0,2.0,2017.0
ebc55c2bxpvaibaexe/7yvaxosmwok0easyvdfsg,2.0,2.0,2017.0
cf820e88xpvaibaexe88g96lr9q/hwqhdno6q1de,2.0,2.0,2017.0
da75fffexpvaibaexe8808q51bnmqhht8rewwmqj,2.0,2.0,2017.0
72e7eb49xpvaibaexe/ueorkxzagrln2sowdqesy,2.0,2.0,2017.0
b81b9c7axpvaibaexe8igiiwauhvtdiphp0zkls3,2.0,2.0,2017.0
4c3323baxpvaibaexe/t4wkrtma45y0agcvkjma+,2.0,2.0,2017.0
f832105bxpvaibaexe+cd1fkelqxl8dha7yinstm,2.0,2.0,2017.0
9a84bbe7xpvaibaexe8ydgsbcmjqa6hvcbpa5sda,2.0,2.0,2017.0
e4c82e05xpvaibaexe+z7kfnhyltth352mo+oik+,2.0,2.0,2017.0
6414f481xpvaibaexe/7sxkigc7f53kmbmgfvhcx,2.0,2.0,2017.0
d164ad41xpvaibaexe/+pcsgi7ykergju4dhmegp,2.0,2.0,2017.0
84f1726expvaibaexe/fejqn8/s5fhf/hpdc4t81,2.0,2.0,2017.0
8243fb32xpvaibaexe9esuilq3v71jduvbuxe6ry,2.0,2.0,2017.0
c29ea000xpvaibaexe8jolcsaisstlksqecu+uyk,2.0,2.0,2017.0
5ea0e379xpvaibaexe9xnw4t0gpgx3zlzmzrjta6,2.0,2.0,2017.0
a1cc32bdxpvaibaexe/nok7qdnjjrpfulmgprmx0,2.0,2.0,2017.0
91bbf813xpvaibaexe/twrxaq444cyfyjfnxilc3,2.0,2.0,2017.0
c4b3ca0dxpvaibaexe/rp0ev/rde07hqer5abv+7,2.0,2.0,2017.0
eef98153xpvaibaexe/3z2k7mha0jabr08zadfx6,2.0,2.0,2017.0
c9370ac9xpvaibaexe/eckq6i30zsv1ttdla2dnf,2.0,2.0,2017.0
dfdf0bbbxpvaibaexe+hel85qgo03wovv49znpui,2.0,2.0,2017.0
782c708bxpvaibaexe+f+2tzheifcvtckgsfyql1,2.0,2.0,2017.0
8c577ad6xpvaibaexe9tsnflfdewas/1n+smw3yd,2.0,2.0,2017.0
32e654bdxpvaibaexe9/83vyrk4yztdjzlvcca85,2.0,2.0,2017.0
cba229a4xpvaibaexe/wm5trbbcdmqv3vjjvzyoo,2.0,2.0,2017.0
ee2fa785xpvaibaexe/qqi5at3dbgog7sx8w94uk,2.0,2.0,2017.0
00f2c35axpvaibaexe9p78qxnh96y4b0n45ltstr,2.0,2.0,2017.0
efcb9543xpvaibaexe9wgatiml02lhb8h3jszgg1,2.0,2.0,2017.0
f96f26bdxpvaibaexe/7jtqomcuj+4efmj09t6qd,2.0,2.0,2017.0
10e59e76xpvaibaexe998fvikzcjir3mnm3foo5p,2.0,2.0,2017.0
3a2be3ecxpvaibaexe/hadw09fe3wmcrg1ndhivw,2.0,2.0,2017.0
ff63d402xpvaibaexe8ciylbp/qla+oh6rjlg1kv,2.0,2.0,2017.0
deb053e1xpvaibaexe8091b3eu2czb1zall3niqm,2.0,2.0,2017.0
254d76e5xpvaibaexe+djyplaxkux4m0qotddzim,2.0,2.0,2017.0
3ca34866xpvaibaexe9pxjcjrat8xg1j3jotybtn,2.0,2.0,2017.0
a32efa8expvaibaexe/cezixfrxnlr7u3ymgwb2n,2.0,2.0,2017.0
25af24e3xpvaibaexe+/ekvxk98kbwsdx1ochstz,2.0,2.0,2017.0
af12ad92xpvaibaexe/x/wixypgyaoocmigpndia,2.0,2.0,2017.0
cd320653xpvaibaexe//3t8+us0x0ohnyfmw6amh,2.0,2.0,2017.0
9ba80a7axpvaibaexe97q47cdxnnzi2fsmjfg5q1,2.0,2.0,2017.0
62f3c56expvaibaexe/jkysbfnj8il4sue5mdkrl,2.0,2.0,2017.0
f13c83a4xpvaibaexe9o/luqxb5f/z3txlobu3az,2.0,2.0,2017.0
a475a43cxpvaibaexe9ajzoptpw4tdauvze0de+y,2.0,2.0,2017.0
3b79770bxpvaibaexe8t1diysmlfstrtasbttxta,2.0,2.0,2017.0
6e1ec6e3xpvaibaexe+xw+0gojor0arvnoutmoxn,2.0,2.0,2017.0
abb8f768xpvaibaexe9rbno8knvpdw9jyslgtazk,2.0,2.0,2017.0
0dd35b47xpvaibaexe80b1fr0fh/jjiagw7ybf/0,2.0,2.0,2017.0
5b8e4ad4xpvaibaexe+pzu+khqbqyuxl8hfv89dk,2.0,2.0,2017.0
a6c20bc5xpvaibaexe/t7clci88v7hjmkvisstxm,2.0,2.0,2017.0
d77b1380xpvaibaexe+zrghfausfaqpsaqem2bzz,2.0,2.0,2017.0
00acc499xpvaibaexe8ciylbp/qla4g3ka0i3o/f,2.0,2.0,2017.0
cbb55f72xpvaibaexe9hp2teoswcgx/r/au50aaf,2.0,2.0,2017.0
a5c691c3xpvaibaexe+mmervxp1vaha9zkgghhv0,2.0,2.0,2017.0
d6f0a479xpvaibaexe8l2spbjihvxv6q6ege0whi,2.0,2.0,2017.0
96fe9a69xpvaibaexe+t618nkwp4eytzvseab05z,2.0,2.0,2017.0
e13a60b7xpvaibaexe/igey/hml5uk2whhyz1ncy,2.0,2.0,2017.0
a6169055xpvaibaexe81r7krch0uc4qkxdeowyb4,2.0,2.0,2017.0
29df8880xpvaibaexe8qh9frndk+mdjj6ymuts3p,2.0,2.0,2017.0
7cc27621xpvaibaexe8dsw93dhiodnct+x8mhrcl,2.0,2.0,2017.0
007c275dxpvaibaexe+tfgedwynnveoomoyeyzf6,2.0,2.0,2017.0
c78522f6xpvaibaexe+phkfqb0+xj+23avlrlh8x,2.0,2.0,2017.0
2573d935xpvaibaexe/k6d36/fqcefxtyvmtrjcz,2.0,2.0,2017.0
64670803xpvaibaexe9mq7mbxxp/mzxtvck0ygt0,2.0,2.0,2017.0
24cd5e5expvaibaexe9v1gttdrnqfytr/23yqtuv,2.0,2.0,2017.0
1ddfec8dxpvaibaexe9msdlndfbydrdaityufilg,2.0,2.0,2017.0
07cd6433xpvaibaexe+02rynj/uixwtqn+gwpm6m,2.0,2.0,2017.0
2a1a428cxpvaibaexe9pxjcjrat8xiyzocamfi/r,2.0,2.0,2017.0
7420f19fxpvaibaexe+1j/aqdkpm27otdgzsa+ut,2.0,2.0,2017.0
514fd131xpvaibaexe9fiasoce50do+lfazinhdy,2.0,2.0,2017.0
d251e033xpvaibaexe9bx5czuia9z46xio31xdch,2.0,2.0,2017.0
6bda77faxpvaibaexe9mq7mbxxp/m9wszm9sf7d3,2.0,2.0,2017.0
1f7afd75xpvaibaexe/m6k07u0dn90tlf1pbsg6z,2.0,2.0,2017.0
5c4d83e0xpvaibaexe9czqytkm8+adtn2mbbokq0,2.0,2.0,2017.0
601b1b7axpvaibaexe/rtk4wdmxi98yppyv4mpna,2.0,2.0,2017.0
5dd5f416xpvaibaexe/nv6pz4rt50kwnvsbchl0f,2.0,2.0,2017.0
43c2c3dcxpvaibaexe+srle9jud3pmq4ykh+rfrd,2.0,2.0,2017.0
18b0a997xpvaibaexe+tkly40atmdy+i2lrutpen,2.0,2.0,2017.0
3607336expvaibaexe9cps/fvpb+n/goeits3atm,2.0,2.0,2017.0
7c453d70xpvaibaexe9yyf5fmcfolbldzwtgbyoi,2.0,2.0,2017.0
0db54ef3xpvaibaexe9yyf5fmcfolfece74cv9kf,2.0,2.0,2017.0
25445a9cxpvaibaexe+02rynj/uixyib4006b5wp,2.0,2.0,2017.0
8d960c00xpvaibaexe+4xppxlkrz0g+sqo8p+6po,2.0,2.0,2017.0
2f17cedcxpvaibaexe+pzu+khqbqyvn1pcghshvf,2.0,2.0,2017.0
43785d1expvaibaexe/hqn1xesl1bc0vidwxitbl,2.0,2.0,2017.0
2f9bdb24xpvaibaexe9n6m+kqhqu8vtdztaucjid,2.0,2.0,2017.0
ba4e4ff3xpvaibaexe/pxwjbnzlssghuklm+sw0s,2.0,2.0,2017.0
569d92e9xpvaibaexe8o0tnwwz3u3zg4fhgcygym,2.0,2.0,2017.0
fb398a5axpvaibaexe/kpp1fv6ua5ytnvtwmwrqf,2.0,2.0,2017.0
407973b4xpvaibaexe/utqptjbxfvu/qwkce2s5w,2.0,2.0,2017.0
c8a3f412xpvaibaexe+uwtcfqv0fxlmclpupnp8f,2.0,2.0,2017.0
f6cf10bexpvaibaexe8vh+aqmuj+nesvstzy0/8c,2.0,2.0,2017.0
2db504a4xpvaibaexe8dld2hmzmh+tspp/00ymx1,2.0,2.0,2017.0
91061907xpvaibaexe+n07p56kwx2is7/sk+fjvn,2.0,2.0,2017.0
124ee34axpvaibaexe/iosun/i5gh23geykxyh8c,2.0,2.0,2017.0
07426a2dxpvaibaexe/wiuwn3fbmgftuujbl3l6v,2.0,2.0,2017.0
c60b8b5fxpvaibaexe/t7clci88v7np9bktu3slj,2.0,2.0,2017.0
7f1ef887xpvaibaexe/erksrs1wgeazcbqlcmuhk,2.0,2.0,2017.0
d1798717xpvaibaexe/qwjvabg0+vslibzle3m0j,2.0,2.0,2017.0
72d38c50xpvaibaexe9xlm9bjmqfktefv4i4s1d+,2.0,2.0,2017.0
81dd8f95xpvaibaexe+ps8zyokgtsdyq8mhvnr6u,2.0,2.0,2017.0
e64cbee4xpvaibaexe+pfrkeojyoywunpcdatpyn,2.0,2.0,2017.0
16c30ceexpvaibaexe8jfpqse3kv6uviaqvdb/gu,2.0,2.0,2017.0
bfe9d48fxpvaibaexe+itthaewsatrt2+vu0aqqp,2.0,2.0,2017.0
3bc3a57bxpvaibaexe+fbptg8oxoupfszjebagru,2.0,2.0,2017.0
23ea7573xpvaibaexe/cisftemjhaoini5m49fl+,2.0,2.0,2017.0
f45f8d30xpvaibaexe8ve9qxgkppsfdiv6wxv1o1,2.0,2.0,2017.0
6d968f69xpvaibaexe/ko3vbeq65/zndfeyy3pth,2.0,2.0,2017.0
c448bdfdxpvaibaexe/mcl0qpdhx02kv1hhndqzf,2.0,2.0,2017.0
b185fc25xpvaibaexe8c/asunka47n3ivbkhlraw,2.0,2.0,2017.0
9ffe25caxpvaibaexe+paovcd+lnowthpab4g+qg,2.0,2.0,2017.0
5a8bd1d0xpvaibaexe/wiuwn3fbmgmqsu6paorkx,2.0,2.0,2017.0
4e7f4557xpvaibaexe/xopuzjjlegopf3wazgz0r,2.0,2.0,2017.0
9e7720d0xpvaibaexe8nonh54mn6m/vxi2/pe5ko,2.0,2.0,2017.0
d2b8f4a8xpvaibaexe9kwpgoh3zhl12g4uc3ar/i,2.0,2.0,2017.0
381475dbxpvaibaexe+z64gg7q108clu6+64csnj,2.0,2.0,2017.0
07f0b649xpvaibaexe9s6e9ioiufbgwa4h6cubkk,2.0,2.0,2017.0
9e8d0ce7xpvaibaexe+/1kyxp+fwelfnn49roazp,2.0,2.0,2017.0
1b8231acxpvaibaexe9fr9h5gpmfnfyedpn1huid,2.0,2.0,2017.0
6b9f848fxpvaibaexe/kvw+jfxjb/kb041vqwqww,2.0,2.0,2017.0
5bfcbadbxpvaibaexe9wkeultvpyd98w5ybuext1,2.0,2.0,2017.0
1984ea28xpvaibaexe+gnarchabwrwzgf7ej+ac+,2.0,2.0,2017.0
15121c7cxpvaibaexe9xlm9bjmqfkfixg7kb9i6r,2.0,2.0,2017.0
f6d4d028xpvaibaexe/y5mnhmo/7o97ixck+3xeo,2.0,2.0,2017.0
95a27658xpvaibaexe+l4+qemj/l9qonfj/kpse7,2.0,2.0,2017.0
1f7494efxpvaibaexe9suz+dc1ml5elrd7ydmdwi,2.0,2.0,2017.0
42a1ec5fxpvaibaexe/x5ut1faytt/i76nhllyrk,2.0,2.0,2017.0
f0b44da1xpvaibaexe/5dpc15pekhu0ke9u7ewl7,2.0,2.0,2017.0
b2816b7bxpvaibaexe/ykn5ysyyl7ms3vlfpnru+,8.0,2.0,2017.0
37e9895dxpvaibaexe9e+kue/nfliak6/ymitssi,8.0,2.0,2017.0
f885079bxpvaibaexe/hrmbtv6rchoted20vch1b,8.0,2.0,2017.0
da2b43cdxpvaibaexe8s1xx8dwm0qrclpfmwg+uv,8.0,2.0,2017.0
aa033fc4xpvaibaexe9upvu5dvuc9i0prnw+7l6w,8.0,2.0,2017.0
bdcc270cxpvaibaexe/caex4rna5qezdkqbcuihr,8.0,2.0,2017.0
1da0751expvaibaexe+y4ivhjp8sxoecwfmevnwg,8.0,2.0,2017.0
98247e19xpvaibaexe93peysajovkxsz+hiviyyj,2.0,1.0,2018.0
02fa9b28xpvaibaexe9hpqqhqoopyx9isjjx1yiu,2.0,1.0,2018.0
ad5f09c2xpvaibaexe+sfu1lch9y3wy+pst0mdf9,2.0,1.0,2018.0
82d67ff0xpvaibaexe9bx5czuia9z+ymynrbj6fr,2.0,1.0,2018.0
17765bd7xpvaibaexe/m6k07u0dn960+sovxlqac,2.0,1.0,2018.0
0d1d6419xpvaibaexe8c53vaokmxcwtlsmcgfpbi,2.0,1.0,2018.0
68a6c4f9xpvaibaexe9oenrjqnmexzxrzv4simoh,2.0,1.0,2018.0
3e06f5f2xpvaibaexe/k62dfafrqthk+rox2xvgf,2.0,1.0,2018.0
c78c24cdxpvaibaexe8trn3vui8majou4lyh39yh,2.0,1.0,2018.0
628fbfc9xpvaibaexe/eckq6i30zsofemthq6vlx,2.0,1.0,2018.0
86ab6605xpvaibaexe9z0fdyfukzh9gqkdgl5slm,2.0,1.0,2018.0
4b106c60xpvaibaexe9rv3kg6cpldovquup7xlsv,2.0,1.0,2018.0
e94a83f8xpvaibaexe9rv3kg6cpldkskuud/wpm/,2.0,1.0,2018.0
a015fa30xpvaibaexe/cipillltjf1rt4rhocgck,2.0,1.0,2018.0
e86b38a8xpvaibaexe/x5zhfzi36lpdnqzwa/hpi,2.0,1.0,2018.0
825fa3f2xpvaibaexe/wm5trbbcdmw1yuepwojx3,2.0,1.0,2018.0
9afd5c84xpvaibaexe//z7+cgdqlohd+wjys0uvi,2.0,1.0,2018.0
3788c7a4xpvaibaexe/81gdnmtxksft2ovfuiakg,2.0,1.0,2018.0
d41951cexpvaibaexe86jqvsmool9rvc2uwyj4gj,2.0,1.0,2018.0
d4f95b3cxpvaibaexe/z2d1qs9uwohfr72ctyzhw,2.0,1.0,2018.0
572b42bcxpvaibaexe+si2uhc5cmetdwxvwfkdf2,2.0,1.0,2018.0
106e25faxpvaibaexe/ueorkxzagrjnskcbbpzqi,2.0,1.0,2018.0
4b718ae2xpvaibaexe90tjjq9lqizompxagqa4xd,2.0,1.0,2018.0
0f0200bcxpvaibaexe+3hdjf+k3byey+4btzqkzh,2.0,1.0,2018.0
688ad0f0xpvaibaexe+a3tjfwxprolqpmwwz78oz,2.0,1.0,2018.0
57cc6f79xpvaibaexe/nw3dhnqnhf87snxdmglc7,2.0,1.0,2018.0
11dd1d9fxpvaibaexe/cisftemjhamr2fs9wf2c0,2.0,1.0,2018.0
f498e5fexpvaibaexe9jdlha4z2ghbzxhsr8pr1r,2.0,1.0,2018.0
7888971axpvaibaexe9fiasoce50dakq2mqwekvh,2.0,1.0,2018.0
313a0c3expvaibaexe9fiasoce50dk2qcrsedi/o,2.0,1.0,2018.0
f4a91dbbxpvaibaexe+sfu1lch9y3z7zlcd2co7v,2.0,1.0,2018.0
2e9367b1xpvaibaexe+bhzka9xggxankzyzsxqct,2.0,1.0,2018.0
7f9bcb64xpvaibaexe/wso41+3xfkixbymbcppdb,2.0,1.0,2018.0
71bf0a84xpvaibaexe/wso41+3xfkh1woinmsfps,2.0,1.0,2018.0
88b70fc5xpvaibaexe/s5mchdnrlm0/gjddwphoa,2.0,1.0,2018.0
6a0e3807xpvaibaexe/h1vzjbzjawtb2tbvux3am,2.0,1.0,2018.0
dcd60a58xpvaibaexe8z1io4it8hjkl7t0ucjp6n,2.0,1.0,2018.0
e3f3fd6dxpvaibaexe8z1io4it8hjiqsyxtd1viz,2.0,1.0,2018.0
1da07dd6xpvaibaexe9etemevgjcuartleuc3ggb,2.0,1.0,2018.0
80201df4xpvaibaexe9sdqr+nysahuopbblg2m03,2.0,1.0,2018.0
48a22f9bxpvaibaexe8oockqmsrcbcsot0bvggjk,2.0,1.0,2018.0
acac3501xpvaibaexe/9xmau/9dsp2v7ouutwegf,2.0,1.0,2018.0
2d57a854xpvaibaexe8wdgcsqtf3ydjk01mdvjzw,2.0,1.0,2018.0
a8f153c6xpvaibaexe9cyfl6d6btphgcj6z6ql7j,2.0,1.0,2018.0
8236df1fxpvaibaexe/mcl0qpdhx03mfi0q07dws,2.0,1.0,2018.0
337855c4xpvaibaexe/aplductogchac3lfbdhas,2.0,1.0,2018.0
ef6d3e34xpvaibaexe9o3csonuwuvo7brxbe1ebb,2.0,1.0,2018.0
0aa6c0e6xpvaibaexe/wujygmdanyfwpwad68crk,2.0,1.0,2018.0
4d56f049xpvaibaexe/f8uibt+n0t4jmmd/vdt9a,2.0,1.0,2018.0
62bffe2expvaibaexe/9ugxkuzclfpe37bsuxsyd,2.0,1.0,2018.0
efd58ef6xpvaibaexe8l2spbjihvxq2jmsirnc4j,2.0,1.0,2018.0
001e045bxpvaibaexe+n07p56kwx2n6eoocujba4,2.0,1.0,2018.0
da7b73d9xpvaibaexe/x5ut1fayttx7c+fsqykde,2.0,1.0,2018.0
1dd40f83xpvaibaexe/a0c8nkwg+cnjnfs5fffxk,2.0,1.0,2018.0
599dffb8xpvaibaexe879+aog1gh8ljvchsn7o+v,2.0,1.0,2018.0
5a122a3dxpvaibaexe8/3inqysorby1ytn00kxsc,2.0,1.0,2018.0
cc0d41f6xpvaibaexe9fafwyru+npmqir62vbh95,2.0,1.0,2018.0
8addae76xpvaibaexe9mlbi3ccq2bdreiqt1dfuq,2.0,1.0,2018.0
0269d0cexpvaibaexe9z67almz7y5nipjrijnwig,2.0,1.0,2018.0
6e94081bxpvaibaexe8jolcsaisstorw5zmgqu8f,2.0,1.0,2018.0
9f6ad189xpvaibaexe8sczujy2txhzfpnmrruqon,2.0,1.0,2018.0
2c674c46xpvaibaexe8y+/3ur2pktognxs8ofvnz,2.0,1.0,2018.0
a7916d60xpvaibaexe+nzbq3b0xehxdvky778k5c,2.0,1.0,2018.0
748cfa2axpvaibaexe9kdsvv3crkmehu/cmv2urx,2.0,1.0,2018.0
6ebfac96xpvaibaexe/xbblewrhgqxino9yzvs2d,2.0,1.0,2018.0
9a84bbe7xpvaibaexe8ydgsbcmjqa6hvcbpa5sda,2.0,1.0,2018.0
869c382dxpvaibaexe+6mn9fow2mqqya+xnxt/o1,2.0,1.0,2018.0
6777a5a5xpvaibaexe/bqa0y8r3trzdcjoow2geh,2.0,1.0,2018.0
961ab4faxpvaibaexe//3t8+us0x0j9laqytb3ze,2.0,1.0,2018.0
5ea0e379xpvaibaexe9xnw4t0gpgx3zlzmzrjta6,2.0,1.0,2018.0
6981b504xpvaibaexe9xnw4t0gpgx4e71aeuqyo2,2.0,1.0,2018.0
5cbacbddxpvaibaexe/twrh8x8eyg4wxnkka4dp5,2.0,1.0,2018.0
20eb4f78xpvaibaexe8ptkrjyotmh5bdhlwmnchg,2.0,1.0,2018.0
d40cde12xpvaibaexe/etkxgdmkq8czhxbd4ceqt,2.0,1.0,2018.0
a1cc32bdxpvaibaexe/nok7qdnjjrpfulmgprmx0,2.0,1.0,2018.0
8c8e2aa7xpvaibaexe+cd2dfyrnot/d0yl78rqgh,2.0,1.0,2018.0
dfdf0bbbxpvaibaexe+hel85qgo03wovv49znpui,2.0,1.0,2018.0
fa7cb31dxpvaibaexe/q6c3bndaqugiz+ogrkshk,2.0,1.0,2018.0
d07cd6ffxpvaibaexe/xopuzjjlegdgj6lvnezhm,2.0,1.0,2018.0
8c577ad6xpvaibaexe9tsnflfdewas/1n+smw3yd,2.0,1.0,2018.0
0c8b03caxpvaibaexe9rv3kg6cpldo68mqwkudgq,2.0,1.0,2018.0
c4a1c2f2xpvaibaexe+65is9po18g6a7s3twvdlj,2.0,1.0,2018.0
4a441344xpvaibaexe9wctnuikkyktnt3ubok6kk,2.0,1.0,2018.0
bf6ee92dxpvaibaexe8lx4hhykrfzsw2w+nyk2uk,2.0,1.0,2018.0
60c27690xpvaibaexe9tmbdu4iuyd5wpmmatejfu,2.0,1.0,2018.0
437ebcdfxpvaibaexe8ammr3xq9fjxz08fee/gkw,2.0,1.0,2018.0
c34cb14fxpvaibaexe+dvxfbwvwklyf2u7qop3ee,2.0,1.0,2018.0
3a2be3ecxpvaibaexe/hadw09fe3wmcrg1ndhivw,2.0,1.0,2018.0
7561f2b2xpvaibaexe8091b3eu2czi9jzus/7s2i,2.0,1.0,2018.0
4ff77498xpvaibaexe88l+jen4tpmzogqc5qxjli,2.0,1.0,2018.0
01c3e360xpvaibaexe8alappdcf+aqpfv91kc+cb,2.0,1.0,2018.0
755d1c40xpvaibaexe+72vl6t/d8gae2ifmqhnq6,2.0,1.0,2018.0
899aad5axpvaibaexe/cezixfrxnlapg3oqjso8g,2.0,1.0,2018.0
724f0583xpvaibaexe+3hdjf+k3bywtf4+snzcrb,2.0,1.0,2018.0
7ca35a03xpvaibaexe/cjxaw79civjnf7zwnluzo,2.0,1.0,2018.0
a3d44efexpvaibaexe/cjxaw79civqjvfb/mlhy/,2.0,1.0,2018.0
a81eb87cxpvaibaexe+ndjhrhiaomszekmch2ju6,2.0,1.0,2018.0
ee2f83f4xpvaibaexe8xu1e8xgql2a7dywo0e1ee,2.0,1.0,2018.0
e37bf33cxpvaibaexe9y6xkwco8jyuy8xdoxijzw,2.0,1.0,2018.0
fd5965bfxpvaibaexe9ystifngomwrkcxhux1wkm,2.0,1.0,2018.0
84f1726expvaibaexe/fejqn8/s5fhf/hpdc4t81,2.0,1.0,2018.0
91bbf813xpvaibaexe/twrxaq444cyfyjfnxilc3,2.0,1.0,2018.0
cba229a4xpvaibaexe/wm5trbbcdmqv3vjjvzyoo,2.0,1.0,2018.0
a11f7e03xpvaibaexe/qpfjjxkb5fuux5ahomd0p,2.0,1.0,2018.0
9d2478e5xpvaibaexe9msdlndfbydoly8gfywdms,2.0,1.0,2018.0
5db7334bxpvaibaexe9fafwyru+nplkr/fpgemw3,2.0,1.0,2018.0
18de832cxpvaibaexe8ydgsbcmjqa68idjt23bz1,2.0,1.0,2018.0
87e06d79xpvaibaexe9z67almz7y5qevdwbioh7o,2.0,1.0,2018.0
af853a54xpvaibaexe/hpk/kof6+1bfue6pi24gj,2.0,1.0,2018.0
97a2debcxpvaibaexe8jolcsaisstnixf9rwk50p,2.0,1.0,2018.0
df49b19bxpvaibaexe/hrmbtv6rcht+wykdvxu5j,2.0,1.0,2018.0
692758d6xpvaibaexe+pdn88/1dr4fhgblqyi+bx,2.0,1.0,2018.0
2a8a1e92xpvaibaexe9x0caug4pzoxy78iq6wez6,2.0,1.0,2018.0
78197060xpvaibaexe8z1io4it8hjaasajheq1cn,2.0,1.0,2018.0
5f51d74dxpvaibaexe8oockqmsrcbbs7dueiiirc,2.0,1.0,2018.0
7a877b93xpvaibaexe/dmvqguzybhkb1sk3fzsov,2.0,1.0,2018.0
ff1f91c6xpvaibaexe9qjdm9ne85ig8enj2bg8bp,2.0,1.0,2018.0
e8b314e9xpvaibaexe/gp74oajxkejbsek9q36ww,2.0,1.0,2018.0
5b13e979xpvaibaexe9msdlndfbydm7zbp6bckmi,2.0,1.0,2018.0
2b562458xpvaibaexe/kgoyncaeawsas+3hcaqls,2.0,1.0,2018.0
c6158d21xpvaibaexe/gfbvldv6szjqtjnzzskg1,2.0,1.0,2018.0
688b8286xpvaibaexe8cnw5gpzv0gxoerqzcxpug,2.0,1.0,2018.0
14f36c86xpvaibaexe+e+n9mgynejx876keey376,2.0,1.0,2018.0
d4a3767expvaibaexe+hel85qgo03ujmulywarhq,2.0,1.0,2018.0
f7aef87fxpvaibaexe9tsnflfdewaq2i5ivdc2ny,2.0,1.0,2018.0
1458ea95xpvaibaexe/nv6pz4rt50qwmasenphp7,2.0,1.0,2018.0
013dfc27xpvaibaexe9kwpgoh3zhlxpsij5qta8b,2.0,1.0,2018.0
6d766013xpvaibaexe9estqu9oocieipsnn/z5iy,2.0,1.0,2018.0
891f156cxpvaibaexe/wvgrdnvcyf5jlokwpgxly,2.0,1.0,2018.0
7a89e59expvaibaexe8dbqman7rghplqkqza+ep0,2.0,1.0,2018.0
370cddcexpvaibaexe9euo2qxch07xwtcumfd8fp,2.0,1.0,2018.0
85765f51xpvaibaexe/7vxm0xgxldmr8ijn1d/nl,2.0,1.0,2018.0
8405ab7axpvaibaexe8csuzma4ok0sccokpnzj1+,2.0,1.0,2018.0
88aa1631xpvaibaexe8g+dn2/i3pr7phrrx6ocid,2.0,1.0,2018.0
b4bb0b80xpvaibaexe/sw+jvmhnqgrbv2ambzxbl,2.0,1.0,2018.0
387e2efexpvaibaexe96k1ab3b4cksj8mkkciukn,2.0,1.0,2018.0
8a06bcb7xpvaibaexe+/1kyxp+fweafbwbyeldhp,2.0,1.0,2018.0
1026d50dxpvaibaexe9uiu/58j7st53wibwz1jye,2.0,1.0,2018.0
dca99493xpvaibaexe9ylqoutvcef7nxdvfxkapm,2.0,1.0,2018.0
360bce8axpvaibaexe8cswcdak/pub9mwtbmkxtd,2.0,1.0,2018.0
11d7fbb7xpvaibaexe8/3inqysorby7kyf2iznei,2.0,1.0,2018.0
a4eeb45expvaibaexe+wmtnhlfgiwjn3iuw7uj8e,2.0,1.0,2018.0
105a1756xpvaibaexe9kdsvv3crkmqk+9a3jnn+s,2.0,1.0,2018.0
6a867095xpvaibaexe/lh6v1xxtkjcum1sd4phve,2.0,1.0,2018.0
faf32539xpvaibaexe/ykn5ysyyl7frl7g1sqgry,2.0,1.0,2018.0
e670c383xpvaibaexe/zhdidegqctilqaraqk+wv,2.0,1.0,2018.0
0dddfab4xpvaibaexe8cym7b6gx+toqm9g2af3fk,2.0,1.0,2018.0
601e0986xpvaibaexe+y4ivhjp8sxpmss9jvmguu,2.0,1.0,2018.0
803ef892xpvaibaexe+sfu1lch9y3ynwe+gw9f93,2.0,1.0,2018.0
8faa301expvaibaexe/+pcsgi7ykecbf3wqdfal2,2.0,1.0,2018.0
0a0624b8xpvaibaexe9ctfsnmbfiz13+0rde3ypj,2.0,1.0,2018.0
212ea0c7xpvaibaexe/hpk/kof6+1xwaghqk4dxd,2.0,1.0,2018.0
e5b910bdxpvaibaexe/h1vzjbzjawkg5vgo/54/z,2.0,1.0,2018.0
f6ba59a9xpvaibaexe+ltcxpm838vxvsdenms/8f,2.0,1.0,2018.0
1650b769xpvaibaexe8ptkrjyotmh+nh3jp6kqsx,2.0,1.0,2018.0
64db0bfbxpvaibaexe/m6k07u0dn9wooyqyn5nim,2.0,1.0,2018.0
68f82731xpvaibaexe8lhfatqq4bhn4100ahryhq,2.0,1.0,2018.0
2c312957xpvaibaexe9ibrrljjo8db8uugbkonxn,2.0,1.0,2018.0
47fbd67dxpvaibaexe/gp74oajxkem9oi1fsfspn,2.0,1.0,2018.0
aabca0e0xpvaibaexe+xw+0gojor0bd2ghb/cj1m,2.0,1.0,2018.0
9c1223f5xpvaibaexe/cipillltjf1gmysedi6ts,2.0,1.0,2018.0
6db0b474xpvaibaexe/iikjq57vd71dphyb61wzm,2.0,1.0,2018.0
73756055xpvaibaexe80b1fr0fh/ju9fxvquowt1,2.0,1.0,2018.0
6ea715e1xpvaibaexe9estqu9oocifrpc/9jwyjr,2.0,1.0,2018.0
9a5b9373xpvaibaexe8sczujy2txhxhcga9kbq2f,2.0,1.0,2018.0
7e8bc1efxpvaibaexe+dmotnufi9lwoyhs5uveu+,2.0,1.0,2018.0
a5defa28xpvaibaexe9kj+qyuurp6+diyiqxkhpn,2.0,1.0,2018.0
72e7eb49xpvaibaexe/ueorkxzagrln2sowdqesy,2.0,1.0,2018.0
