mssv,hocky,namhoc,drl,rank_drl
0a049f45xpvaibaexe9ctfsnmbfiz9qe7i0fu4my,2,2015,88,Gioi
af853a54xpvaibaexe/hpk/kof6+1bfue6pi24gj,2,2015,87,Gioi
d0fe4969xpvaibaexe/yxikgsgy0slcmj5ekt6ki,2,2015,86,Gioi
a94c53d3xpvaibaexe9ctfsnmbfizwaq8b7n0srn,2,2015,85,Gioi
c63071c5xpvaibaexe9jdlha4z2ghbvva1gnfpuj,2,2015,84,Gioi
7537f548xpvaibaexe9upvu5dvuc9p8ojugmk9rc,2,2015,84,Gioi
68eb2622xpvaibaexe9m021ivaawipmpusz0mw3v,2,2015,84,Gioi
29dac8e5xpvaibaexe9ikirwqei6/aabaazmbpha,2,2015,82,Gioi
f3be1521xpvaibaexe/zhdidegqctql+r9xhexiq,2,2015,82,Gioi
62200a76xpvaibaexe9/su+qlcydmsqrq0km5nhu,2,2015,82,Gioi
99325c17xpvaibaexe8wlx2/dthdaux2r9ibwf/q,2,2015,82,Gioi
b537a376xpvaibaexe/7sxkigc7f5/wijwcjrv6/,2,2015,82,Gioi
bef82d76xpvaibaexe+sfu1lch9y35hnl8rbs6er,2,2015,81,Gioi
b324aa62xpvaibaexe9h45nafhfkynjpwcuzzmdr,2,2015,80,Gioi
58dec626xpvaibaexe99goti/hwjhc7snqn4+/pa,2,2015,80,Gioi
7a6522adxpvaibaexe/xn8kzjn44ccxm/9jdq7yd,2,2015,78,Kha
209dffa3xpvaibaexe+cd1fkelqxl0w/ciugdc4i,2,2015,77,Kha
23a5ce7expvaibaexe+nzbq3b0xehb5k9/vzpsul,2,2015,77,Kha
ef14b804xpvaibaexe+sfu1lch9y3xwta18hz849,2,2015,77,Kha
b5953d10xpvaibaexe+bhzka9xggxwnkm2l+acxt,2,2015,77,Kha
97ce096expvaibaexe8ge2uhv4j4b99t3e9bmk5q,2,2015,76,Kha
e2132617xpvaibaexe+suupvsau/o3rskmykrb0i,2,2015,75,Kha
abaa6224xpvaibaexe/bn5cqsu92wenvqensra2a,2,2015,75,Kha
85749327xpvaibaexe+y4ivhjp8sxkp1bwna7tq7,2,2015,75,Kha
670817fexpvaibaexe+llvbxzunmjkkt4kdkwwgm,2,2015,75,Kha
5688ef7bxpvaibaexe8wmpkqnq7j6n3au2dj/ayn,2,2015,75,Kha
add6626axpvaibaexe/sxwnrab2vgdj3jmkixwre,2,2015,75,Kha
454dfa56xpvaibaexe+5ocrqpdkxsiplieegh05d,2,2015,75,Kha
eafb8611xpvaibaexe+wmtnhlfgiwhutxutju+op,2,2015,74,Kha
a58f9fc5xpvaibaexe99j2p15eeb0yixdykny8jh,2,2015,74,Kha
a0cbac25xpvaibaexe/pgaannwvbuig+w572qfzr,2,2015,73,Kha
b7a4bfebxpvaibaexe9e+kue/nfliz33muv8ypen,2,2015,73,Kha
1818b089xpvaibaexe8s1xx8dwm0qokaqzoivisb,2,2015,72,Kha
87631fe0xpvaibaexe9h45nafhfkyou0t6i4znmt,2,2015,72,Kha
b981e9e5xpvaibaexe9e+kue/nflid9nvxqobgkv,2,2015,72,Kha
a352570axpvaibaexe/sxwnrab2vgcw4x5wedpre,2,2015,72,Kha
be78dae0xpvaibaexe/zhdidegqctousgjsnns/s,2,2015,70,Kha
3a1c5583xpvaibaexe/x/wixypgyavef9801q2hn,2,2015,70,Kha
055bc8b6xpvaibaexe8ooyk4mkugmetvnaf/k5xo,2,2015,70,Kha
1144c476xpvaibaexe/fejqn8/s5fmtebtq6dfpo,2,2015,69,Kha
07ae5c96xpvaibaexe9fiasoce50dnjrow8ku1h9,2,2015,68,Kha
00bce333xpvaibaexe9upvu5dvuc9h+k5waa2xcn,2,2015,68,Kha
441a8f18xpvaibaexe9h45nafhfkyu2deqgra5oc,2,2015,68,Kha
67c763faxpvaibaexe/bqa0y8r3trxnun5wtg3di,2,2015,68,Kha
b1460568xpvaibaexe/asavnwdrs7f+ampj9kbjl,2,2015,67,Kha
b0446b28xpvaibaexe+5f3nhbx2ehwi8gk1nbg8j,2,2015,67,Kha
17946c80xpvaibaexe9lf2o7vejwnojr7ptzczwm,2,2015,66,Kha
72e11cdfxpvaibaexe/uh+ehskmsjrsxxlwsvjlu,2,2015,66,Kha
e7f76892xpvaibaexe8hvnm4ihleluukyau9nqys,2,2015,66,Kha
8bd66de8xpvaibaexe9bx5czuia9z4lpytw5t9ft,2,2015,66,Kha
eb87a112xpvaibaexe+yu1j0ocviqsbxkj24nkqq,2,2015,65,Kha
d367637expvaibaexe+6mn9fow2mqypk/ixwmawa,2,2015,65,Kha
4eb4a219xpvaibaexe9ctfsnmbfiz050rh+pgaqb,2,2015,65,Kha
c2100719xpvaibaexe/bqa0y8r3trcj/jtkxsbzj,2,2015,63,Trung Binh
d4d00900xpvaibaexe/k6d36/fqceyagnlnf24ga,2,2015,63,Trung Binh
1ce4cdb2xpvaibaexe8ge2uhv4j4bys1gt3otwsa,2,2015,61,Trung Binh
85ab9a11xpvaibaexe+cd1fkelqxl3rmzzdf2nuw,2,2015,61,Trung Binh
e40be770xpvaibaexe8wmpkqnq7j6fcncaxunf2i,2,2015,60,Trung Binh
7a7166daxpvaibaexe83v/kfvw2bbz0o/kvhzc30,2,2015,59,Trung Binh
5bfe5dd9xpvaibaexe+z7kfnhylttphgqo2rqyej,2,2015,58,Trung Binh
2f29cc38xpvaibaexe+fmxcqgvribakqe1pu/1fv,2,2015,58,Trung Binh
fb623556xpvaibaexe8y+/3ur2pktnbh/fe4kqis,2,2015,57,Trung Binh
f0956068xpvaibaexe/v2df0qjs8bunac6rcygol,2,2015,56,Trung Binh
b9080b55xpvaibaexe+suupvsau/o8tqjy01eqyx,2,2015,55,Trung Binh
2549020dxpvaibaexe9bx5czuia9z9krjszob8k+,2,2015,55,Trung Binh
18de832cxpvaibaexe8ydgsbcmjqa68idjt23bz1,2,2015,53,Trung Binh
1ad297ddxpvaibaexe8ckeix0kseeaegfbwnr/en,2,2015,48,Yeu
bad275edxpvaibaexe+6mn9fow2mqadhvo5k6fiq,2,2015,48,Yeu
4bf55c16xpvaibaexe/pgaannwvbulyxtwnjnzcf,2,2015,45,Yeu
97c2c03fxpvaibaexe+phkfqb0+xj2fdnxqs9az5,2,2015,45,Yeu
bb711deaxpvaibaexe9fafwyru+npi5+4ho3ngdi,2,2015,43,Yeu
9048dd88xpvaibaexe9/su+qlcydmq7jh7e5n9gx,2,2015,42,Yeu
eaa0b693xpvaibaexe99j2p15eeb04xwhz0tzli4,2,2015,39,Yeu
fe176735xpvaibaexe+1p/4gnbgreq94nptp4/sd,2,2015,35,Yeu
7dd93e1expvaibaexe8jolcsaisstcvlawktlhx9,2,2015,7,Kem
1030a271xpvaibaexe/7sxkigc7f55u1tfrbvqkh,2,2015,4,Kem
2842b3d8xpvaibaexe8vdv75e6kcrtw4e4bntvyi,2,2015,98,Xuat Sac
9c5aba2cxpvaibaexe/a3pm8ap2ng7hsjmhp/6bp,2,2015,94,Xuat Sac
c6158d21xpvaibaexe/gfbvldv6szjqtjnzzskg1,2,2015,92,Xuat Sac
72360a9bxpvaibaexe/mcl0qpdhx02jhoyfnsnrm,2,2015,92,Xuat Sac
c3c96ec6xpvaibaexe/kjugsv26ua3axeitbvmzb,2,2015,92,Xuat Sac
a92c7d7expvaibaexe/9xmau/9dsp3zmx8z2su3/,2,2015,90,Xuat Sac
17284407xpvaibaexe+tg0ae8qw/gu8mbq9gdz1t,2,2015,89,Gioi
839a1a0cxpvaibaexe+uqmkxqrwydgr0jndc3vdk,2,2015,88,Gioi
68a9f6e0xpvaibaexe+wjq/eosknhsffr3hqfjz7,2,2015,87,Gioi
57a9f0aexpvaibaexe8t1diysmlfssbkagc8gdbg,2,2015,87,Gioi
dbc11c69xpvaibaexe9lzwdmb86ka6wl57kblags,2,2015,87,Gioi
5a4d5f66xpvaibaexe9o3csonuwuvnmlsokllsm4,2,2015,87,Gioi
3c7c12efxpvaibaexe/k62dfafrqtjvxd+9viwqj,2,2015,86,Gioi
7f6c98bexpvaibaexe/gfbvldv6szpfa9+hd0psw,2,2015,84,Gioi
8dae5511xpvaibaexe+tiogoaqy/3xzzqxmy0gs8,2,2015,84,Gioi
92262318xpvaibaexe+9lrniskksh+83kzvvg9tn,2,2015,82,Gioi
51aba153xpvaibaexe80clygfiftyc0bypvmjwgh,2,2015,82,Gioi
6ab2635cxpvaibaexe9lzwdmb86ka9euk6lgfjq+,2,2015,82,Gioi
f7daffd1xpvaibaexe+njimjch3vhasixgsa5jtn,2,2015,82,Gioi
55cbe4b2xpvaibaexe+njimjch3vhpwspgknjgbi,2,2015,82,Gioi
b123f3c9xpvaibaexe/rp0ev/rde03hflmvii1tt,2,2015,82,Gioi
5319e926xpvaibaexe/aplductogcsyutre19bvm,2,2015,81,Gioi
b827cb6axpvaibaexe/dmvqguzybhpkoktwi9gqz,2,2015,80,Gioi
97fce6f5xpvaibaexe9v1gttdrnqf3lm8gkhzcaa,2,2015,79,Kha
bf8f2c3dxpvaibaexe/1obfbwrsd5+blqsmlbt4b,2,2015,79,Kha
6b474708xpvaibaexe+pmhpn+9cwc9mgj2fmo33r,2,2015,79,Kha
75d1dcebxpvaibaexe+uqmkxqrwydsv7mcesxnkh,2,2015,79,Kha
f6208a2cxpvaibaexe/kjugsv26uaz79stbqaznz,2,2015,79,Kha
151bc71axpvaibaexe9zsjbgmhtvptxkptrcdcjn,2,2015,79,Kha
ebe82ab1xpvaibaexe8oockqmsrcbtbjgnb1syrx,2,2015,78,Kha
87f065a6xpvaibaexe+kakwpbw23vo+hcx0jbrd/,2,2015,77,Kha
db0ac055xpvaibaexe9phs03bfe3hmq34czhv618,2,2015,77,Kha
221bc6fexpvaibaexe/69hwwh+jd2bqvbrem5lbx,2,2015,77,Kha
d00e4bbexpvaibaexe/gp74oajxkel+4k2t6b+za,2,2015,77,Kha
e8b314e9xpvaibaexe/gp74oajxkejbsek9q36ww,2,2015,64,Trung Binh
5063c949xpvaibaexe88tz7nl7l/gt1kiw8qgs6h,2,2015,77,Kha
498ee480xpvaibaexe8trn3vui8mahhvw1rftshe,2,2015,77,Kha
c4cdf081xpvaibaexe+xre5267juochl3sr3ejex,2,2015,76,Kha
035aef81xpvaibaexe/y2t7dvg8tdxvgqmvbke12,2,2015,75,Kha
bc13918expvaibaexe/etkxgdmkq8ansrxeaxlxi,2,2015,74,Kha
8694c38axpvaibaexe+xre5267juomofokb0cvtr,2,2015,74,Kha
1a908d81xpvaibaexe9o3csonuwuvm9mbpuqbyeb,2,2015,74,Kha
f7b0248axpvaibaexe/iduy0411cjkgqxdu5r6sv,2,2015,73,Kha
98857340xpvaibaexe+pdn88/1dr4igaxoqlhkux,2,2015,72,Kha
3ba2001axpvaibaexe8z1io4it8hjmgetgewywjt,2,2015,72,Kha
dc49f60cxpvaibaexe/etkxgdmkq8ay2l2obtmie,2,2015,72,Kha
c61628c0xpvaibaexe8wdgcsqtf3ydxtfc1ziue0,2,2015,72,Kha
f677c43cxpvaibaexe8e8tjxhgrqkb8qzi8woqcd,2,2015,72,Kha
f2eaa359xpvaibaexe9o/luqxb5f/wv4mvqvjsu3,2,2015,71,Kha
50b2dd22xpvaibaexe+pdn88/1dr4nnc7q9fhda/,2,2015,70,Kha
2a8a1e92xpvaibaexe9x0caug4pzoxy78iq6wez6,2,2015,70,Kha
f0da4e5bxpvaibaexe88uewilvalgceo6q/ie/fa,2,2015,70,Kha
5207f3bbxpvaibaexe9qjdm9ne85iav4xjzc1oys,2,2015,70,Kha
5b24b7e9xpvaibaexe88tz7nl7l/gkzjpmxllhvu,2,2015,70,Kha
79402081xpvaibaexe/s5mchdnrlm7k8xujnyrr/,2,2015,69,Kha
2e04dbd2xpvaibaexe9tdh69vvzt1ysncfgdlrm0,2,2015,69,Kha
bd9df10dxpvaibaexe/69hwwh+jd2r3c/1vg+fzd,2,2015,69,Kha
6f40757cxpvaibaexe8p5yvhqtpesw43tizx4hox,2,2015,69,Kha
fb0d25f3xpvaibaexe9o3csonuwuveclofjxo+qd,2,2015,69,Kha
f5d9b77fxpvaibaexe8yaj+xvjgna+7ujbtol8tz,2,2015,68,Kha
33d5debdxpvaibaexe+ixjpjy6uomanys+infa/g,2,2015,67,Kha
0faf5403xpvaibaexe+uqmkxqrwydigmak3sgzs7,2,2015,67,Kha
05b6e41fxpvaibaexe8lhfatqq4bhrv3q9rncgj8,2,2015,67,Kha
e44d1e6cxpvaibaexe/k62dfafrqtss8tho2iofl,2,2015,67,Kha
f635b066xpvaibaexe9whl/t4cdmzarf+smrny0m,2,2015,66,Kha
78197060xpvaibaexe8z1io4it8hjaasajheq1cn,2,2015,65,Kha
b34be99fxpvaibaexe8c53vaokmxc1foucmsjhg8,2,2015,65,Kha
2b420affxpvaibaexe/rp0ev/rde09iwbirgddui,2,2015,65,Kha
d859ab46xpvaibaexe/a3pm8ap2ngzcjtvs86e9w,2,2015,65,Kha
f6cedda6xpvaibaexe/kmtcr6bhausbmtam92agc,2,2015,64,Trung Binh
62a950a6xpvaibaexe8yzz/8qutgdv/tdzlof+yc,2,2015,63,Trung Binh
5b13e979xpvaibaexe9msdlndfbydm7zbp6bckmi,2,2015,62,Trung Binh
56bde338xpvaibaexe/dsntmetlay7dypgoqxbpe,2,2015,62,Trung Binh
5f51d74dxpvaibaexe8oockqmsrcbbs7dueiiirc,2,2015,61,Trung Binh
0a275ef0xpvaibaexe9j81k8mh0oj07f7m1swtm7,2,2015,61,Trung Binh
0336a8fdxpvaibaexe97q47cdxnnzkauu5+2jdyf,2,2015,60,Trung Binh
fd2ce95bxpvaibaexe/btl79marzljr3+hujllk+,2,2015,59,Trung Binh
005116e7xpvaibaexe8vdv75e6kcrk07zn1wf/t8,2,2015,54,Trung Binh
5d89d12axpvaibaexe9oenrjqnmex77/bxata+1b,2,2015,54,Trung Binh
a37f289cxpvaibaexe8hxolow72zidi64kxsz6q8,2,2015,53,Trung Binh
cc882d99xpvaibaexe8hlnatuvcg+doajjpwtqw7,2,2015,52,Trung Binh
b03d2622xpvaibaexe/nrr7q+hwy3b7lsqapcm/p,2,2015,50,Trung Binh
6bf56aefxpvaibaexe+tzke2gc8numnzzi5d7rh3,2,2015,49,Yeu
db5fe1bcxpvaibaexe+pdn88/1dr4pkidtmibtkc,2,2015,47,Yeu
789be82dxpvaibaexe/nrwqjpac0mh7z5b/f4f4y,2,2015,38,Yeu
ff1f91c6xpvaibaexe9qjdm9ne85ig8enj2bg8bp,2,2015,36,Yeu
0f633f90xpvaibaexe9o/luqxb5f/3wdmeffvbke,2,2015,32,Kem
dbf2bd1expvaibaexe97q47cdxnnzirla2eqca3q,2,2015,31,Kem
7a877b93xpvaibaexe/dmvqguzybhkb1sk3fzsov,2,2015,30,Kem
b20da497xpvaibaexe8zt9d6yn9pde5axz7tqz1l,2,2015,27,Kem
6d0735a9xpvaibaexe9zsjbgmhtvpgl/45i55+ln,2,2015,20,Kem
165101e9xpvaibaexe/kgoyncaeawzedvwly3qz0,2,2015,10,Kem
04d98a42xpvaibaexe9whl/t4cdmzya7qjs9tdr2,2,2015,4,Kem
dc568c24xpvaibaexe8wdgcsqtf3ycy04j7jamtm,2,2015,-16,Kem
59af69e9xpvaibaexe+rj/hp4d2y88u/f1+2rpxl,2,2015,90,Xuat Sac
b2090832xpvaibaexe8c/asunka47parmcrdipr9,2,2015,83,Gioi
9eaa5f56xpvaibaexe+srle9jud3ppctoru1ahj9,2,2015,80,Gioi
37c25979xpvaibaexe99j3nd1pbzim2autjrlxrn,2,2015,73,Kha
c545722axpvaibaexe9e+yojsz6hocejug3fpsq5,2,2015,73,Kha
9b70107bxpvaibaexe9p78qxnh96y5ughxpar4kx,2,2015,70,Kha
f7aef87fxpvaibaexe9tsnflfdewaq2i5ivdc2ny,2,2015,68,Kha
c417282bxpvaibaexe+srle9jud3pj8l3ybcuv+j,2,2015,68,Kha
b2895e1bxpvaibaexe+k2gcw0rzzls5qi5kjx1wi,2,2015,66,Kha
44ca70d3xpvaibaexe/wvgrdnvcyf8lxtc1+/opl,2,2015,64,Trung Binh
1f1ff991xpvaibaexe8ammr3xq9fj/r8zkwfof6o,2,2015,64,Trung Binh
1458ea95xpvaibaexe/nv6pz4rt50qwmasenphp7,2,2015,59,Trung Binh
6d766013xpvaibaexe9estqu9oocieipsnn/z5iy,2,2015,59,Trung Binh
8b548a8bxpvaibaexe8nonh54mn6m3g9jm2gczy0,2,2015,54,Trung Binh
0349c6b8xpvaibaexe80b1fr0fh/jkddh3dwsii8,2,2015,52,Trung Binh
5af5d0f6xpvaibaexe+chxm5chw4wqrwd4vaexvu,2,2015,52,Trung Binh
d396f33fxpvaibaexe+k2gcw0rzzlacmv04fdvkq,2,2015,51,Trung Binh
013dfc27xpvaibaexe9kwpgoh3zhlxpsij5qta8b,2,2015,49,Yeu
081b601dxpvaibaexe9rbno8knvpd9agf+6cjerg,2,2015,44,Yeu
2fb23181xpvaibaexe9d+re/yvwokftzcakr8jzo,2,2015,41,Yeu
53cdd1ffxpvaibaexe/u5lsbganj8/muzcrpbu9a,2,2015,34,Kem
fecdca31xpvaibaexe+z64gg7q108bovij1tosym,2,2015,24,Kem
83845261xpvaibaexe9hpqqhqoopyyvq0zhwjv2w,2,2015,100,Xuat Sac
882c1d7fxpvaibaexe9fwzbwscouqpudymrenqrr,2,2015,96,Xuat Sac
ac1d5cb1xpvaibaexe+bhzka9xggxbbgkpwysdh1,2,2015,94,Xuat Sac
182edddcxpvaibaexe+1p/4gnbgredayjhlzp30b,2,2015,90,Xuat Sac
bd5769a2xpvaibaexe/fwksthrrdncikzfxvryva,2,2015,90,Xuat Sac
882d2ec2xpvaibaexe/hrmbtv6rchtnvod3xwr86,2,2015,90,Xuat Sac
f03b1465xpvaibaexe97hu2rthdnnbrrvp91hipv,2,2015,88,Gioi
1c23eab7xpvaibaexe/hrmbtv6rcht56wljoo8h/,2,2015,87,Gioi
86251376xpvaibaexe+9gfx9awrorib/av3vncgb,2,2015,86,Gioi
bbad4f2bxpvaibaexe879+aog1gh8vgaqyz3wjar,2,2015,85,Gioi
82eb45e9xpvaibaexe9esuilq3v71rlmofznu1bq,2,2015,85,Gioi
5b6eee16xpvaibaexe/pgaannwvbukb+697alta7,2,2015,84,Gioi
1874573axpvaibaexe/fejqn8/s5flmlj8y3qj+f,2,2015,84,Gioi
dacfd4a5xpvaibaexe9xnw4t0gpgx+xvqv2s103w,2,2015,84,Gioi
a983754axpvaibaexe/k6d36/fqcedltfj1dnngv,2,2015,84,Gioi
c0190846xpvaibaexe/k6d36/fqcee9fn5ecb80e,2,2015,83,Gioi
f309234expvaibaexe/ykalync3m9+ibo6izj0cn,2,2015,80,Gioi
6bb4fbf8xpvaibaexe/xbblewrhgqyrcodpvca+j,2,2015,78,Kha
302c659fxpvaibaexe80ggmwunekt9hqe57p7s6c,2,2015,77,Kha
30f6c945xpvaibaexe/lh6v1xxtkjvd20kccxwaq,2,2015,74,Kha
bc40304fxpvaibaexe/k6d36/fqceefqqtlar3/b,2,2015,74,Kha
ddb9e00cxpvaibaexe/xn8kzjn44cdzndzzd5biq,2,2015,71,Kha
fb8d2a9axpvaibaexe/nrwqjpac0meea8v/sjzdh,2,2015,94,Xuat Sac
c487abc7xpvaibaexe9tdh69vvzt12frzafdx/ge,2,2015,92,Xuat Sac
c04ebe21xpvaibaexe+wjq/eosknhdgcbhk25ob1,2,2015,92,Xuat Sac
43313273xpvaibaexe/kjugsv26ua6xe/ujunxep,2,2015,90,Xuat Sac
324fb62expvaibaexe+tiogoaqy/3x9q3d2s1rzs,2,2015,90,Xuat Sac
1e832732xpvaibaexe8hxolow72zil030v5yfyqh,2,2015,88,Gioi
50a2e077xpvaibaexe9ej2ktw4oumiudiehathg5,2,2015,86,Gioi
affa55ffxpvaibaexe9v1gttdrnqf6mkvgcyjuy9,2,2015,85,Gioi
a65738b9xpvaibaexe9u/k5zyzont7oymwa/1ish,2,2015,85,Gioi
4d68f109xpvaibaexe8hxolow72ziksen9jthduy,2,2015,85,Gioi
37da2c9fxpvaibaexe/btl79marzlipwumhvzxlc,2,2015,82,Gioi
a33e3042xpvaibaexe/twrxaq444c0u0ykqaxiia,2,2015,82,Gioi
c41169f1xpvaibaexe9v1gttdrnqf9ktkevgmi6j,2,2015,80,Gioi
204d6ab9xpvaibaexe9v1gttdrnqfwjtg99tdlxu,2,2015,80,Gioi
72a29258xpvaibaexe/jkysbfnj8ig3poae8c450,2,2015,80,Gioi
4b945b9bxpvaibaexe8dee4ta8wgh0ei0hl/tvwm,2,2015,80,Gioi
928a2d28xpvaibaexe9zsjbgmhtvppfwzjzb4bzm,2,2015,80,Gioi
b63d0f42xpvaibaexe8yzz/8qutgdncowvbpjrxf,2,2015,80,Gioi
bef962a2xpvaibaexe/baiw3k4hkf+t6hsvkbpbr,2,2015,78,Kha
692758d6xpvaibaexe+pdn88/1dr4fhgblqyi+bx,2,2015,75,Kha
59078061xpvaibaexe9tdh69vvzt1+ti0ctwxx8h,2,2015,68,Kha
35de6455xpvaibaexe8cnw5gpzv0guwzvjsjty4e,2,2015,100,Xuat Sac
89e065a0xpvaibaexe9dkitjhf3qtaczrxmvju7a,2,2015,100,Xuat Sac
d7fb5497xpvaibaexe8u6ih8prjjpierf7oxzngq,2,2015,100,Xuat Sac
0b244d90xpvaibaexe/nv6pz4rt50u5jermyif3n,2,2015,97,Xuat Sac
8bf38196xpvaibaexe+sa6h++bhvyjfrbxzim2nr,2,2015,95,Xuat Sac
956280e6xpvaibaexe+8pty9ph9lfzhq4lzv+j0f,2,2015,93,Xuat Sac
318cd558xpvaibaexe/wiuwn3fbmgndy2oxygrbc,2,2015,91,Xuat Sac
363e260cxpvaibaexe+pzu+khqbqyoeah5lprfd9,2,2015,89,Gioi
dc1cc15bxpvaibaexe+qnco6wu+o6nrsntqibwot,2,2015,88,Gioi
85573622xpvaibaexe/f8uibt+n0t6mwvf6dx9au,2,2015,88,Gioi
f85e4ea0xpvaibaexe+a+6mrsshfhyriwnh7mquy,2,2015,87,Gioi
705b86caxpvaibaexe+vdsoayozpw2ucd0epomwr,2,2015,86,Gioi
696753e9xpvaibaexe+zcbazes7yiq5b0vhnba6a,2,2015,86,Gioi
1f961589xpvaibaexe81w9evvyp+l0ivs5fumicz,2,2015,86,Gioi
050c0b15xpvaibaexe+ralerolzghf6ig53ifku6,2,2015,86,Gioi
d47ab6ecxpvaibaexe9/83vyrk4yzm+cxtvs8eml,2,2015,86,Gioi
e8f86b42xpvaibaexe+qnco6wu+o6k/z8+g4tmgo,2,2015,84,Gioi
51db5841xpvaibaexe9iotseai5jco9byqyk3qrn,2,2015,82,Gioi
b16fe6e4xpvaibaexe/rtk4wdmxi928zoqnsrnkr,2,2015,79,Kha
b5268c04xpvaibaexe/lyy7+7e9oi6b6zhjvydtu,2,2015,79,Kha
de475334xpvaibaexe+hel85qgo03cbzpktthuad,2,2015,78,Kha
ed5a0e45xpvaibaexe/cipillltjf8s+lllug7kd,2,2015,77,Kha
24a299f8xpvaibaexe+om5b1z5bskud2clkx6fop,2,2015,77,Kha
64733246xpvaibaexe8cnw5gpzv0gd9br0mz53s9,2,2015,74,Kha
6b09280bxpvaibaexe/uh+ehskmsjbirdfrd3vpi,2,2015,100,Xuat Sac
87c0c5b0xpvaibaexe8cym7b6gx+tvmzl5+34nck,2,2015,99,Xuat Sac
3e437e83xpvaibaexe+cd1fkelqxl3amjmxrtddl,2,2015,94,Xuat Sac
8772f0baxpvaibaexe/xn8kzjn44ctsizlprihmr,2,2015,93,Xuat Sac
b895244cxpvaibaexe+/ekvxk98kbb4zxfewdxq3,2,2015,88,Gioi
9060ae5fxpvaibaexe80ggmwunekt7ow9cjiqrpl,2,2015,84,Gioi
4efdd87axpvaibaexe9kdsvv3crkmwdqwqovdwm7,2,2015,84,Gioi
f0f2f362xpvaibaexe9upvu5dvuc9vpgmw+2yswe,2,2015,84,Gioi
535ea14axpvaibaexe9vickmsmm7nz6g5cs0joco,2,2015,84,Gioi
20137a69xpvaibaexe/ykn5ysyyl7or5uzoy1bph,2,2015,83,Gioi
5867e047xpvaibaexe9xnw4t0gpgx+axr1u6reqm,2,2015,83,Gioi
4d3a7564xpvaibaexe+lo6ejkhwaqxs675wwbm48,2,2015,81,Gioi
b27fb769xpvaibaexe9m021ivaawin/1gsru7xde,2,2015,80,Gioi
47140b5bxpvaibaexe+cd1fkelqxl341hodw+e7i,2,2015,78,Kha
a4eeb45expvaibaexe+wmtnhlfgiwjn3iuw7uj8e,2,2015,78,Kha
5fdf1690xpvaibaexe9upvu5dvuc9qbgp7u5a1u3,2,2015,78,Kha
8c2faa40xpvaibaexe+nmgqbvgcjj+7v2umymm22,2,2015,76,Kha
9b47d5aexpvaibaexe8/3inqysorb2yc7gdxyezc,2,2015,75,Kha
a406e7fdxpvaibaexe/xbblewrhgqyqrazwms21c,2,2015,75,Kha
a6ea9f79xpvaibaexe/asavnwdrs7dxihpgvggph,2,2015,74,Kha
c02be079xpvaibaexe9lf2o7vejwnqkpnwio0vrs,2,2015,73,Kha
2c379b39xpvaibaexe+tfgedwynnvsctblvukxpt,2,2015,73,Kha
954668c3xpvaibaexe9mlbi3ccq2bjdrrpojifym,2,2015,73,Kha
82157fecxpvaibaexe/wso41+3xfkonmgkz6gokr,2,2015,73,Kha
7081fe0axpvaibaexe/wso41+3xfkbwpg5irjavv,2,2015,73,Kha
4cd37f46xpvaibaexe8ge2uhv4j4byyo6uzlkm42,2,2015,72,Kha
05092c76xpvaibaexe//3t8+us0x0mvxybhkgeu4,2,2015,72,Kha
f9ad085cxpvaibaexe/asavnwdrs7ejs/e1rgnuq,2,2015,71,Kha
2d469f82xpvaibaexe/ykalync3m9yanvuerkywr,2,2015,71,Kha
caf1c679xpvaibaexe+yu1j0ocviqc3aovuiyn2y,2,2015,71,Kha
19aa9696xpvaibaexe9jjgnhrmbjfoyfng9lpbay,2,2015,71,Kha
105a1756xpvaibaexe9kdsvv3crkmqk+9a3jnn+s,2,2015,71,Kha
62da4cdcxpvaibaexe+y5cb/5gt3mny76+igupff,2,2015,71,Kha
d63a2d2cxpvaibaexe+tfgedwynnvsfhjhorvtcf,2,2015,71,Kha
ca877136xpvaibaexe8ydgsbcmjqa45mdxmtwxgh,2,2015,71,Kha
aa033fc4xpvaibaexe9upvu5dvuc9i0prnw+7l6w,2,2015,71,Kha
0dddfab4xpvaibaexe8cym7b6gx+toqm9g2af3fk,2,2015,71,Kha
7d0210b1xpvaibaexe+bhzka9xggxfsr6ojo/es3,2,2015,71,Kha
00046394xpvaibaexe+fmxcqgvribect4ymjhsfd,2,2015,71,Kha
8faa301expvaibaexe/+pcsgi7ykecbf3wqdfal2,2,2015,71,Kha
ff5bfe8axpvaibaexe9ystifngomwsihziozgh/s,2,2015,71,Kha
deabcbe6xpvaibaexe9esuilq3v71uwzpfqlapmp,2,2015,64,Trung Binh
364cb864xpvaibaexe/dy4k4yiqpodzikzfrb90m,2,2015,71,Kha
5de3d202xpvaibaexe9m021ivaawiawgssaiyxtr,2,2015,71,Kha
5b67ff77xpvaibaexe/sxwnrab2vghqoisebh7by,2,2015,70,Kha
5f76493fxpvaibaexe/fwksthrrdnwx4p/5qxlbg,2,2015,69,Kha
d76bab82xpvaibaexe+sfu1lch9y38iopnn1vz72,2,2015,68,Kha
da4648baxpvaibaexe8ckeix0kseehu30caak2wt,2,2015,67,Kha
11d7fbb7xpvaibaexe8/3inqysorby7kyf2iznei,2,2015,66,Kha
98fad5f6xpvaibaexe9fafwyru+nptbcsqhyrp9l,2,2015,66,Kha
fa58d615xpvaibaexe8vekuw4elehntjfpts9z5b,2,2015,66,Kha
